title,acronym,link
International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,"http://www.icinac.org/iwinac.org/iwinac2024/index.html, http://www.icinac.org/"
International Workshop on Combinatorial Algorithm,IWOCA,https://www.cs.montana.edu/bhz/iwoca2025/
IEEE International Workshop on Quality of Service,IWQoS,https://iwqos2025.ieee-iwqos.org/
International Workshop on Security,IWSEC,https://www.iwsec.org/2025/
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement,IWSM Mensura,https://www.iwsm-mensura.org/sharjah-october-27-28-2025/
International Conference on the Statistical Analysis of Textual Data,JADT,https://jadt-2024.sciencesconf.org/?lang=en
"Logics in Artificial Intelligence, European Conference",JELIA,https://viam.science.tsu.ge/jelia2025/
Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,https://jsspp.org/
International Conference on Legal Knowledge and Information Systems,JURIX,https://jurix2024.law.muni.cz/
Knowledge capture,K-CAP,"https://www.k-cap.org/2025/index.html, https://www.k-cap.org/2025/"
ACM International Conference on Knowledge Discovery and Data Mining,KDD,https://kdd2025.kdd.org/
Knowledge Domain Visualisation,KDViz,None
International Conference on Knowledge Engineering and Ontology Development,KEOD,"https://keod.scitevents.org/, https://keod.scitevents.org/?y=2025"
International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,http://kes2025.kesinternational.org/
International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,http://amsta-25.kesinternational.org/
KES International Symposium on Intelligent Decision Technologies,KES IDT,http://idt-25.kesinternational.org/
International Conference on the Principles of Knowledge Representation and Reasoning,KR,https://kr.org/KR2025/
"International Conference on Knowledge Science, Engineering and Management",KSEM,"https://ksem2025.scimeeting.cn/, https://www.ksem2025.conferences.academy/"
Knowledge Visualization and Visual Thinking,KV,None
"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,https://lagos.mat.br/lagos2025/
International Conference on Learning Analytics and Knowledge,LAK,https://www.solaresearch.org/events/lak/lak25/
IEEE LAN/MAN Workshop,LANMAN,https://lanman2025.ieee-lanman.org/
International Conference on Language and Automata Theory and Applications,LATA,None
International Symposium on Latin American Theoretical Informatics,LATIN,"https://latin2024.cmm.uchile.cl/, https://www.latintcs.org/"
IEEE Conference on Local Computer Networks,LCN,https://www.ieeelcn.org/
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,https://pldi25.sigplan.org/home/LCTES-2025
"Language, Data and Knowledge",LDK,https://2025.ldk-conf.org/
Logical Foundations of Computer Science,LFCS,https://lfcs.ws.gc.cuny.edu/
IEEE Symposium on Logic in Computer Science,LICS,https://lics.siglog.org/lics25/
International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,https://lopstr.github.io/2025/
Logic Programming and Automated Reasoning,LPAR,https://easychair.org/smart-program/LPAR2024/
International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,https://lpnmr2024.demacs.unical.it/
Language Resources and Evaluation Conference,LREC,"https://lrec-coling-2024.org/, https://www.elra.info/elra-events/lrec/"
International Workshop on MultiAgent Based Simulation,MABS,https://mabsworkshop.github.io/
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,https://mascots25.iitis.pl/
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,https://ieeemass2025.github.io/ieeemass2025/
"Machines, Computations and Universality",MCU,https://webusers.i3s.unice.fr/MCU2024/
International Conference on Modelling Decisions for Artificial Intelligence,MDAI,http://www.mdai.cat/mdai2025/
International Conference on Mobile Data Management,MDM,https://mdm2025.github.io/
International Conference on Management of Digital EcoSystems,MEDES,https://conferences.sigappfr.org/medes2025/
International Conference on Model and Data Engineering,MEDI,https://medi2024.dieti.unina.it/
International Conference on Formal Methods and Models for Co-Design,MEMOCODE,https://esweek.org/memocode/
International Symposium on Mathematical Foundations of Computer Science,MFCS,https://mfcs2025.mimuw.edu.pl/
International Conference on Mathematical Foundations of Programming Semantics,MFPS,https://www.coalg.org/calco-mfps-2025/mfps/
Malaysia International Conference on Communications,MICC,"https://micc2025.mycomvt.info/important-dates/, https://micc2025.mycomvt.info/"
Medical Image Computing and Computer-Assisted Intervention,MICCAI,https://conferences.miccai.org/2025/en/default.asp
International Symposium on Microarchitecture,MICRO,"https://microarch.org/micro58/, https://www.microarch.org/"
ACM/IFIP/USENIX International Middleware Conference,Middleware,https://middleware-conf.github.io/2025/
International Conference in Methodologies and Intelligent Systems for Technology Enhanced Learning,MIS4TEL,https://www.mis4tel-conference.net/
International Workshop on Modelling in Software Engineering,MISE,None
Multimedia and Network Information Systems,MISSI,None
International Conference on Methods and Models in Automation and Robotics,MMAR,https://mmar.edu.pl/
International Conference on Multimedia Modelling,MMM,https://mmm2025.net/
International Workshop on Multimedia Signal Processing,MMSP,https://attend.ieee.org/mmsp-2025/
ACM International Conference on Mobile Computing and Networking,MOBICOM,https://www.sigmobile.org/mobicom/2025/
ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,https://www.sigmobile.org/mobihoc/2025/
International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,https://mobilehci.acm.org/2025/
International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,https://mobiquitous.eai-conferences.org/2025/
International Conference on Mobile Systems and Pervasive Computing,MobiSPC,https://cs-conferences.acadiau.ca/mobispc-25/
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,https://www.sigmobile.org/mobisys/2025/
International Conference on Model Driven Engineering Languages and Systems,MODELS,https://conf.researchr.org/home/models-2025
International Conference on Model-Driven Engineering and Software Development,MODELSWARD,"https://modelsward.scitevents.org/, https://modelsward.scitevents.org/?y=2025"
International Congress on Modelling and Simulation,MODSIM,https://www.mssanz.org.au/modsim2025/
International Conference on Advances in Mobile Computing and Multimedia,MOMM,https://www.iiwas.org/conferences.html
Modelling and Optimization: Theory and Applications,MOPTA,"https://coral.ise.lehigh.edu/mopta2025/, https://coral.ise.lehigh.edu/~mopta/"
Mathematics of Program Construction,MPC,https://people.cs.nott.ac.uk/pszgmh/mpc19.html
International Conference on Managed Programming Languages and Runtimes,MPLR,"https://conf.researchr.org/series/mplr, https://conf.researchr.org/home/icfp-splash-2025/mplr-2025"
IEEE International Working Conference on Mining Software Repositories,MSR,https://2025.msrconf.org/
IEEE Conference on Mass Storage Systems and Technologies,MSST,https://www.msstconference.org/
"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,http://mswimconf.com/
Machine Translation Summit,MT SUMMIT,https://mtsummit2025.unige.ch/
International Symposium on the Mathematical Theory of Networks and Systems,MTNS,https://mtns2024.eng.cam.ac.uk/
Mensch & Computer,MuC,https://muc2025.mensch-und-computer.de/en/
Mobile and Ubiquitous Multimedia,MUM,https://mum-conf.org/2025/
Machine Vision Applications,MVA,https://mva-org.jp/mva2025/
North American Association for Computational Linguistics,NAACL,https://2025.naacl.org/
IEEE International Symposium on Network Computing and Applications,NCA,https://www.nca-ieee.org/2024/index.html
Usenix Network and Distributed System Security Symposium,NDSS,https://www.ndss-symposium.org/ndss2025/
International Conference on Network Softwarization,NetSoft,https://netsoft2025.ieee-netsoft.org/
IFIP International Conference on Networking,Networking,https://networking.ifip.org/2025/
Advances in Neural Information Processing Systems,NeurIPS,https://neurips.cc/Conferences/2025
Applications of Natural Language to Data Bases,NLDB,"https://www.jaist.ac.jp/event/nldb2025/, https://nldb2024.di.unito.it/"
IEEE Network Operations and Management Symposium,NOMS,https://noms2025.ieee-noms.org/
Nordic Conference on Human-Computer Interaction,NordiCHI,https://sites.uwasa.fi/nordichi2026/
Network and Operating System Support for Digital Audio and Video,NOSSDAV,https://nossdav.org/2025/
IFIP International Conference on Network and Parallel Computing,NPC,https://www.npc-conference.com/#/npc2024
"Symposium on Networked Systems, Design and Implementation",NSDI,https://www.usenix.org/conference/nsdi25
New Security Paradigms Workshop,NSPW,https://www.nspw.org/
International Conference on network and System Security,NSS,http://nsclab.org/nss-socialsec2025/
New Zealand Game Developers Conference,NZGDC,https://www.nzgdc.com/
"International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",Onward,https://sigplan.github.io/OpenTOC/onward23.html
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,"https://www.sigplan.org/Conferences/OOPSLA/, https://2025.splashcon.org/"
SIAM Conference on Optimization,OP,https://www.siam.org/conferences-events/siam-conferences/op26/
International Symposium on Open Collaboration,OPENSYM,https://opensym.org/
International Conference on Principles of Distributed Systems,OPODIS,"https://opodis2024.imtlucca.it/, https://www.opodis.net/"
Usenix Symposium on Operating Systems Design and Implementation,OSDI,https://www.usenix.org/conference/osdi25
Australian Computer Human Interaction Conference,OZCHI,https://www.ozchi.org/2025/
Practical Applications of Agents and Multiagent Systems,PAAMS,https://paams.net/
International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,https://www.pacbb.net/
IEEE Pacific Visualization Symposium,PacificVis,https://pacificvis2025.github.io/
"Pacific Asia Conference on Language, Information and Computation",PACLIC,https://sites.google.com/view/paclic38/home
International Conference on Parallel Architecture and Compilation Techniques,PACT,https://pact2025.github.io/
Practical Aspects of Declarative Languages,PADL,https://popl25.sigplan.org/home/PADL-2025
ACM SIGSIM Conference on Principles of Advanced Discrete Simulation,PADS,https://sigsim.acm.org/conf/pads/2025/
International Conference on Pairing-based Cryptography,Pairing,None
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,https://pakdd2025.org/
Passive and Active Measurement Conference,PAM,https://udesa.edu.ar/pam25
Practice and Theory of Automated Timetabling,PATAT,"https://patatconference2024.dtu.dk/, https://patatconference.org/"
International Picture Coding Symposium,PCS,https://2025.picturecodingsymposium.org/
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,https://hpcc.siat.ac.cn/meeting/pdcat2024/index.html
"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,https://pdp2025.org/
International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,"https://www.american-cse.org/csce2024/conferences-PDPTA, https://american-cse.org/csce2025/conferences-PDPTA"
IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks,PEMWN,https://sites.google.com/view/pemwn2025
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,https://popl25.sigplan.org/home/pepm-2025
IEEE International Conference on Pervasive Computing and Communications,PERCOM,https://www.percom.org/
"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,https://performance2025.sciencesconf.org/
International Conference on the Application and Theory of Petri Nets and Concurrency,Petri Nets,https://petrinets25.github.io/web/
Privacy Enhancing Technologies Symposium,PETS,https://petsymposium.org/2025/
Pacific Conference on Computer Graphics and Applications,PG,https://pg2025.nccu.edu.tw/
IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,https://pimrc2025.ieee-pimrc.org/
Pacific Rim Knowledge Acquisition Workshop,PKAW,"https://pkawwebsite.github.io/2024/, https://pkawwebsite.github.io/"
International Conference on Practice and Theory in Public Key Cryptography,PKC,https://pkc.iacr.org/2025/
ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,https://pldi25.sigplan.org/
Pattern Languages of Programs,PLOP,https://plopcon.org/plop2025/
Workshop on Programming Languages and Operating Systems,PLOS,https://plos-workshop.org/
ACM Symposium on Principles of Distributed Computing,PODC,https://www.podc.org/podc2025/
ACM Symposium on Principles of Distributed Computing,PODC,https://www.podc.org/podc2025/
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,https://2025.sigmod.org/
IFIP WG8.1 Working Conference on the Practice of Enterprise Modeling,PoEM,https://poem2024.dsv.su.se/
ACM-SIGACT Symposium on Principles of Programming Languages,POPL,https://popl25.sigplan.org/
International Conference on Parallel Processing and Applied Mathematics,PPAM,https://ppam.edu.pl/
International Conference on Principles and Practice of Declarative Programming,PPDP,https://ppdp25.github.io/site/
Principles and Practice of Parallel Programming,PPoPP,https://ppopp25.sigplan.org/
Parallel Problem Solving from Nature,PPSN,https://ppsn2024.fh-ooe.at/
International Workshop on Post-Quantum Cryptography,PQCrypto,https://pqcrypto2025.iis.sinica.edu.tw/
Pacific Rim International Symposium on Dependable Computing,PRDC,https://prdc.dependability.org/PRDC2024/
Pacific Rim International Conference on Artificial Intelligence,PRICAI,https://www.pricai.org/2025/
International Conference on Principles of Practice in Multi-Agent Systems,PRIMA,https://conferences-website.github.io/prima2025/
Product Focused Software Process Improvement,PROFES,https://conf.researchr.org/home/profes-2025
IFIP Working Conferences on Virtual Enterprises,PRO-VE,https://pro-ve2025.inesctec.pt/
International Conference on Provable Security,ProvSec,https://sulab-sever.u-aizu.ac.jp/provsec2025/
Pacific Symposium on Biocomputing,PSB,https://psb.stanford.edu/
Prague Stringology Conference,PSC,"https://www.stringology.org/event/2024/, https://www.stringology.org/"
Privacy in Statistical Databases,PSD,https://crises-deim.urv.cat/psd2024/
Pacific-Rim Symposium on Image and Video Technology,PSIVT,None
"Annual Conference on Privacy, Security and Trust",PST,https://pstnet.ca/pst2025/
IEEE International Conference on Quantum Computing and Engineering,QCE,https://qce.quantum.ieee.org/2025/
International Conference on Quality of Multimedia Experience,QoMEX,https://qomex2025.itec.aau.at/
"Software Quality, Reliability, and Security",QRS,https://qrs25.techconf.org/
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness",Qshine,https://qshine.eai-conferences.org/2024/
International Conference on the Quality of Information and Communications Technology,QUATIC,https://2025.quatic.org/
"The International Symposium on Research in Attacks, Intrusions and Defenses",RAID,https://raid2025.github.io/
International Conference on Relational and AlgebraicMethods in Computer Science,RAMiCS,https://ramics-conf.github.io/2024/
International Conference on Recent Advances in Natural Language Processing,RANLP,http://ranlp.org/ranlp2025/
International Conference on Reversible Computation,RC,"https://reversible-computation-2025.github.io/index.html, https://reversible-computation-2025.github.io/"
International Conference on Research Challenges in Information Science,RCIS,https://www.rcis-conf.com/rcis2025/
IEEE International Requirements Engineering Conference,RE,"https://conf.researchr.org/home/RE-2025, https://conf.researchr.org/home/re-2025"
International Conference on Computational Molecular Biology,RECOMB,https://recomb.org/recomb2025/
ACM International Conference on Recommender Systems,RecSys,https://recsys.acm.org/recsys25/
International Symposium 'Problems of Redundancy in Information and Control Systems',Redundancy,https://redundancy.pro/
International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,https://2025.refsq.org/
Robot Soccer World Cup,RoboCup,https://2025.robocup.org/
"International Conference on Robotics, Vision, Signal Processing and Power Applications",RoVISP,https://rovisp.eng.usm.my/
IEEE International Symposium on Rapid System Prototyping,RSP,"https://cps-vo.org/node/98553, https://conferences.imt-atlantique.fr/rsp-symposium/"
Robotics: Science and Systems,RSS,"https://roboticsconference.org/2025/, https://roboticsconference.org/"
IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,https://2025.rtas.org/
International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,https://rtcsa2025.github.io/
International Conference on Real-Time and Network Systems,RTNS,https://rtns2025.retis.santannapisa.it/
Real Time Systems Symposium,RTSS,https://2025.rtss.org/
International Joint Conference on Rules and Reasoning,RuleML+RR,https://2025.declarativeai.net/events/ruleml-rr
International Conference on Runtime Verification,RV,https://rv25.isec.tugraz.at/
ACM Symposium on Applied Computing,SAC,https://www.sigapp.org/sac/sac2025/
Selected Areas in Cryptography,SAC,https://sacworkshop.org/SAC25/
International Symposium on Applied Computational Intelligence and Informatics,SACI,https://conf.uni-obuda.hu/saci2025/
ACM Symposium on Access Control Models and Technologies,SACMAT,https://www.sacmat.org/2025/index.php
"International Conference on Computer Safety, Reliability and Security",SAFECOMP,https://safecomp2025.se/
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,https://www.safeprocess2024.eu/
International Symposium on Algorithmic Game Theory,SAGT,https://www.cwi.nl/en/groups/networks-and-optimization/events/sagt-2024/
International Symposium on Applied Machine Intelligence and Informatics,SAMI,https://conf.uni-obuda.hu/sami2025/
"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,https://conf.researchr.org/home/saner-2025
Static Analysis Symposium,SAS,https://2025.splashcon.org/home/sas-2025
Simulation and Synthesis in Medical Imaging,SASHIMI,https://conferences.miccai.org/2025/en/workshops.asp
International Conference on Theory and Applications of Satisfiability Testing,SAT,https://satisfiability.org/SAT25/
International Symposium on Computer Architecture and High Performance Computing,SBAC-PAD,https://sbac-pad2025.ufms.br/
"International Conference for High Performance Computing, Networking, Storage and Analysis",SC,https://sc25.supercomputing.org/
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,"https://computeranimation.org/index.html, https://computeranimation.org/"
IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,https://conf.researchr.org/home/scam-2025
Conference on Security and Cryptography for Networks,SCN,https://scn.unisa.it/scn24/
International Workshop on Software and Compilers for Embedded Systems,SCOPES,None
International Symposium on Spatial Data Handling,SDH,None
SIAM International Conference on Data Mining,SDM,https://www.siam.org/conferences-events/siam-conferences/sdm25/
International Symposium on Experimental Algorithms,SEA,https://regindex.github.io/sea2025.github.io/
Euromicro Conference on Software Engineering and Advanced Applications,SEAA,https://dsd-seaa.com/seaa2025/
International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,https://conf.researchr.org/home/seams-2025
ACM/IEEE Symposium on Edge Computing,SEC,https://acm-ieee-sec.org/2025/
"IEEE International Conference on Sensing, Communication and Networking",SECON,"https://secon2024.ieee-secon.org, https://secon2024.ieee-secon.org/"
International Conference on Information Security and Cryptography,SECRYPT,https://secrypt.scitevents.org/
International Conference on Security and Privacy for Communication Networks,SecureComm,https://securecomm.eai-conferences.org/2025/
International Conference on Software Engineering and Formal Methods,SEFM,"https://sefm-conference.github.io/2024/, https://sefm-conference.github.io/2025/"
International Conference on Sustainable Energy Information Technology,SEIT,"https://cs-conferences.acadiau.ca/seit-25/, http://cs-conferences.acadiau.ca/seit-25/"
International Conference on Software Engineering and Knowledge Engineering,SEKE,https://ksiresearch.org/seke/seke25.html
Semantics - International Conference on Semantic Systems,Semantics,https://2025-eu.semantics.cc/
ACM Conference on Embedded Networked Sensor Systems,SENSYS,https://sensys.acm.org/2025/
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,https://acisinternational.org/conferences/sera-2025/
IEEE Congress on Services,SERVICES,https://services.conferences.computer.org/2025/
International Conference on Sequences and their Applications,SETA,"https://seta-2024.github.io, https://seta-2024.github.io/"
"International Conference: Sciences of Electronics, Technologies of information and Telecommunication",SETIT,http://www.setit.rnu.tn/
"International Symposium on Software Engineering: Theories, Tools, and Applications",SETTA,https://www.setta2025.uk/
IEEE Software Engineering Workshop,SEW,https://2025.fedcsis.org/
SGAI International Conference on Artificial Intelligence,SGAI,https://www.bcs-sgai.org/ai2025/
Symposium on Geometry Processing,SGP,https://sgp2025.my.canva.site/
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,https://conferences.sigcomm.org/sigcomm/2025/
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,"https://sigcse2025.sigcse.org/, https://iticse.acm.org/2025/"
Annual Meeting of the Special Interest Group on Discourse and Dialog,SIGdial,https://2025.sigdial.org/
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,https://s2025.siggraph.org/
SIGGRAPH Asia,SiggraphA,https://asia.siggraph.org/2025/
ACM International Conference on Research and Development in Information Retrieval,SIGIR,https://sigir2025.dei.unipd.it/
ACM Information Technology Education,SIGITE,"https://sites.google.com/view/sigite2024, https://www.sigite.org/"
Measurement and Modeling of Computer Systems,SIGMETRICS,https://www.sigmetrics.org/sigmetrics2025/
ACM Special Interest Group on Management of Data Conference,SIGMOD,https://2025.sigmod.org/
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,https://sigspatial2025.sigspatial.org/
ACM SIGUCCS Conference on User Services,SIGUCCS,https://siguccs.org/Conference/2025/
Simulation Technology and Training Conference,SimTecT,None
International Conference on Security of Information and Networks,SIN,https://www.sinconf.org/sin2025/
International Colloquium on Structural Information and Communication Complexity,SIROCCO,https://www.torontomu.ca/sirocco-2025/
International Conference on Similarity Search and Applications,SISAP,https://www.sisap.org/2025/
International Symposium on Intelligent Systems and Informatics,SISY,"https://conf.uni-obuda.hu/sisy2025/, https://conf.uni-obuda.hu/sisy2025/index.html"
International Conference on Software Language Engineering,SLE,https://conf.researchr.org/home/sle-2025
"IEEE Conference on Systems, Man and Cybernetics",SMC,https://www.ieeesmc2025.org/
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,https://acisinternational.org/conferences/snpd-2025-summeri/
International Symposium on Computational Geometry,SoCG,"https://socg25.github.io/socg.html, https://socg25.github.io/"
The Symposium of Combinatorial Search,SoCS,"https://socs25.search-conference.org/, https://socs25.search-conference.org/home"
ACM/SIAM Symposium on Discrete Algorithms,SODA,"https://www.siam.org/conferences-events/siam-conferences/soda25/, https://www.siam.org/conferences-events/past-event-archive/soda25/"
International Workshop on Soft Computing Applications,SOFA,https://sofa-org.eu/
Current Trends in Theory and Practice of Computer Science,SOFSEM,"http://www.sofsem.sk/, https://www.sofsem.cz/"
Conference on Software in Telecommunications and Computer Networks,SOFTCOM,https://2025.softcom.fesb.unist.hr/
"International Conference on Intelligent Software Methodologies, Tools, and Techniques",SoMeT,"https://www.i-somet.org/somet2025/, https://www.i-somet.org/"
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,https://sigops.org/s/conferences/sosp/2025/
Symposium On Usable Privacy and Security,SOUPS,https://www.usenix.org/conference/soups2025
IEEE Symposium on Security and Privacy,SP,https://sp2025.ieee-security.org/
Symposium on Parallelism in Algorithms and Architectures,SPAA,"https://spaa.acm.org, https://spaa.acm.org/"
Software Process Improvement and Capability Determination,SPICE,None
International Symposium on String Processing and Information Retrieval,SPIRE,"https://sites.google.com/view/spire-2025/home, https://sites.google.com/view/spire-2025"
Software Product Lines Conference,SPLC,https://2025.splc.net/
ACM Symposium on Solid and Physical Modelling,SPM,"https://spmconf2025.github.io/SPM2025/, https://spmconf.github.io/SPM2024/"
International Conference on Software Quality Management,SQM,None
Symposium on Reliable Distributed Systems,SRDS,https://srds-conference.org/
International Symposium on Search Based Software Engineering,SSBSE,https://conf.researchr.org/home/ssbse-2025
International Conference on Scientific and Statistical Data Base Management,SSDBM,https://ssdbm.org/2025/
Structural and Syntactical Pattern Recognition,SSPR,"https://sites.google.com/view/s-sspr-2024/, https://sites.google.com/view/s-sspr-2024"
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,"https://sss2025.conf.lip6.fr, https://sss2025.conf.lip6.fr/"
IFAC Conference on System Structure and Control,SSSC,https://sssc-tds-cosy-2025.sciencesconf.org/
Australasian Speech Science and Technology,SST,"https://assta.org/sst-2024/, https://assta.org/"
International Symposium on Spatial and Temporal Databases,SSTD,https://sstd2025.github.io/
International Symposium on Theoretical Aspects of Computer Science,STACS,https://stacs2025.de/
ACM Symposium on Theory of Computing,STOC,https://acm-stoc.org/stoc2025/
International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,SYNASC,https://synasc.ro/2025/
The ACM International System and Storage Conference,SYSTOR,https://www.systor.org/2025/
International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,https://icetcs.github.io/frocos-itp-tableaux25/
Tools and Algorithms for Construction and Analysis of Systems,TACAS,https://etaps.org/2025/conferences/tacas/
Conference on Theory and Applications of Models of Computation,TAMC,http://tamc2024.comp.polyu.edu.hk/
International Conference on Tests and Proofs,TAP,https://tapconference.github.io/2024/
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,https://tapiaconference.cmd-it.org/
Theoretical Aspects of Rationality and Knowledge,TARK,https://ccc.cs.uni-duesseldorf.de/tark-2025/
International Symposium on Theoretical Aspects of Software Engineering,TASE,https://cyprusconferences.org/tase2025/
Theory of Cryptography Conference,TCC,https://tcc.iacr.org/2025/
International Conference on Technical Debt,TechDebt,https://conf.researchr.org/home/TechDebt-2025
"Tangible, Embedded, and Embodied Interaction",TEI,"https://tei.acm.org/2025, https://tei.acm.org/2025/"
IEEE Region 10 Conference,Tencon,"https://www.ieeer10.org/, https://ieeemy.org/tencon2025/"
International Symposium on Temporal Representation and Reasoning,TIME,https://www.lirmm.fr/time2024/
International Conference on Theory and Practice of Digital Libraries,TPDL,https://tpdl2025.github.io/
International Visualization in Transportation Symposium,TRB,"https://www.trb.org/annualmeeting/annualmeeting.aspx, https://www.nationalacademies.org/trb/transportation-research-board"
Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,"https://tridentcom.eai-conferences.org/2024/, https://tridentcom.eai-conferences.org/2023/"
"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,https://www.ares-conference.eu/trustbus
"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,https://ieee-aiplus.org/2024/trustcom/
Conference in Uncertainty in Artificial Intelligence,UAI,https://www.auai.org/uai2025/
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,https://www.iaria.org/conferences2025/UBICOMM25.html
ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,https://www.ubicomp.org/ubicomp-iswc-2025/
International Conference on Unconventional Computation and Natural Computation,UC,https://webusers.i3s.univ-cotedazur.fr/UCNC2025/
Utility and Cloud Computing,UCC,"https://www.uccbdcat2024.org/ucc/, https://www.ucc-conference.org/"
International Conference on Ubiquitous Intelligence and Computing,UIC,https://www.ieee-smart-world.org/2025/uic/
ACM Symposium on User Interface Software and Technology,UIST,https://uist.acm.org/2025/
"International Conference on User Modelling, Adaptation, and Personalization",UMAP,https://www.um.org/umap2025/
Usable Security and Privacy,USEC,https://www.ndss-symposium.org/ndss2025/co-located-events/usec/
Usenix Annual Technical Conference,USENIX,https://www.usenix.org/conference/atc25
Usenix Security Symposium,USENIX-Security,https://www.usenix.org/conference/usenixsecurity25
IEEE International Conference on Visual Communications and Image Processing,VCIP,https://vcip2025.itec.aau.at/
Conference on Visualization and Data Analysis,VDA,None
The International Conference on Verification and Evaluation of Computer and Communication Systems,VECoS,"http://vecos-world.org/2025/, https://vecos-world.org/2025/"
International Conference on Virtual Execution Environments,VEE,https://www.sigops.org/s/conferences/vee/2022/toc.html
International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,"https://vehits.scitevents.org/, https://vehits.scitevents.org/?y=2025"
Visual Information Communication and Interaction,VINCI,https://vinci2025.games.cg.jku.at/
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",VISIGRAPP,https://visigrapp.scitevents.org/
IEEE International Working Conference on Software Visualisation,VISSOFT,https://vissoft.io/2025/
International Workshop on Visualization for Cyber Security,VizSec,https://vizsec.org/
IEEE Symposium on Visual Languages and Human-Centric Computing,VL/HCC,https://conf.researchr.org/home/vlhcc-2025
International Conference on Very Large Databases,VLDB,https://vldb.org/2025/
International Conference on VLSI Design,VLSID,"https://ieee-cas.org/event/conference/vlsi-design-and-2025-24th-international-conference-embedded-systems, https://vlsid.org/"
"Verification, Model Checking and Abstract Interpretation",VMCAI,https://conf.researchr.org/home/VMCAI-2025
IEEE Conference on Virtual Reality and 3D User Interfaces,VR,http://ieeevr.org/2025/
ACM Virtual Reality Software and Technology,VRST,https://vrst.acm.org/vrst2025/
IEEE Vehicular Technology Conference,VTC,https://events.vtsociety.org/vtc2025-spring/
IEEE VLSI Test Symposium,VTS,https://tttc-vts.org/public_html/new/2025/
International Workshop on Web and Wireless Geographical Information Systems,W2GIS,https://sites.google.com/view/w2gis-2025
Workshop on Algorithms in Bioinformatics,WABI,https://wabiconf.github.io/2025/
IEEE Workshop on Applications of Computer Vision,WACV,https://wacv2025.thecvf.com/
